time,pivot_x,pivot_y,ball1L_x,ball1L_y,ball2L_x,ball2L_y,ball3L_x,ball3L_y,ball1R_x,ball1R_y,ball2R_x,ball2R_y,ball3R_x,ball3R_y,barL_x,barL_y,barR_x,barR_y
1.3400,0.000000,0.000000,1.599574,-2.473358,2.240608,-3.240871,1.895778,-4.179536,-0.802661,0.810836,0.150846,1.112207,1.088238,1.460481,0.851593,-1.809638,-0.851593,1.809638
1.3500,0.000000,0.000000,1.612464,-2.460906,2.256402,-3.225983,1.974371,-4.185389,-0.836122,0.808210,0.128946,1.070208,1.055008,1.447580,0.854998,-1.808032,-0.854998,1.808032
1.3600,0.000000,0.000000,1.624675,-2.449347,2.270695,-3.212668,2.053899,-4.188884,-0.868423,0.806188,0.106831,1.027273,1.020717,1.433245,0.858980,-1.806143,-0.858980,1.806143
1.3700,0.000000,0.000000,1.636225,-2.438762,2.283529,-3.200994,2.134176,-4.189778,-0.899436,0.804608,0.084443,0.983445,0.985361,1.417434,0.863547,-1.803964,-0.863547,1.803964
1.3800,0.000000,0.000000,1.647126,-2.429231,2.294952,-3.191020,2.214986,-4.187817,-0.929059,0.803307,0.061724,0.938771,0.948947,1.400111,0.868709,-1.801484,-0.868709,1.801484
1.3900,0.000000,0.000000,1.657379,-2.420835,2.305015,-3.182786,2.296076,-4.182746,-0.957212,0.802120,0.038623,0.893303,0.911497,1.381248,0.874476,-1.798691,-0.874476,1.798691
1.4000,0.000000,0.000000,1.666979,-2.413654,2.313777,-3.176315,2.377158,-4.174305,-0.983840,0.800887,0.015092,0.847091,0.873044,1.360821,0.880866,-1.795571,-0.880866,1.795571
1.4100,0.000000,0.000000,1.675909,-2.407764,2.321306,-3.171612,2.457897,-4.162240,-1.008909,0.799453,-0.008909,0.800185,0.833632,1.338818,0.887897,-1.792104,-0.887897,1.792104
1.4200,0.000000,0.000000,1.684142,-2.403242,2.327681,-3.168656,2.537916,-4.146306,-1.032403,0.797674,-0.033417,0.752633,0.793312,1.315232,0.895592,-1.788272,-0.895592,1.788272
1.4300,0.000000,0.000000,1.691639,-2.400153,2.332995,-3.167397,2.616793,-4.126281,-1.054321,0.795415,-0.058465,0.704480,0.752145,1.290067,0.903975,-1.784048,-0.903975,1.784048
1.4400,0.000000,0.000000,1.698349,-2.398556,2.337357,-3.167756,2.694057,-4.101975,-1.074677,0.792553,-0.084076,0.655765,0.710191,1.263333,0.913074,-1.779409,-0.913074,1.779409
1.4500,0.000000,0.000000,1.704210,-2.398488,2.340890,-3.169616,2.769202,-4.073247,-1.093489,0.788979,-0.110275,0.606523,0.667517,1.235045,0.922917,-1.774324,-0.922917,1.774324
1.4600,0.000000,0.000000,1.709148,-2.399964,2.343727,-3.172822,2.841692,-4.040019,-1.110784,0.784599,-0.137079,0.556787,0.624187,1.205226,0.933528,-1.768764,-0.933528,1.768764
1.4700,0.000000,0.000000,1.713081,-2.402968,2.346014,-3.177175,2.910973,-4.002294,-1.126590,0.779337,-0.164506,0.506584,0.580267,1.173903,0.944931,-1.762698,-0.944931,1.762698
1.4800,0.000000,0.000000,1.715925,-2.407442,2.347893,-3.182436,2.976501,-3.960158,-1.140931,0.773132,-0.192570,0.455940,0.535819,1.141105,0.957143,-1.756097,-0.957143,1.756097
1.4900,0.000000,0.000000,1.717594,-2.413283,2.349500,-3.188327,3.037754,-3.913797,-1.153829,0.765943,-0.221288,0.404879,0.490902,1.106866,0.970172,-1.748933,-0.970172,1.748933
1.5000,0.000000,0.000000,1.718013,-2.420335,2.350954,-3.194535,3.094260,-3.863486,-1.165294,0.757748,-0.250677,0.353425,0.445576,1.071221,0.984018,-1.741181,-0.984018,1.741181
1.5100,0.000000,0.000000,1.717123,-2.428392,2.352342,-3.200724,3.145617,-3.809588,-1.175325,0.748547,-0.280762,0.301605,0.399893,1.034209,0.998667,-1.732820,-0.998667,1.732820
1.5200,0.000000,0.000000,1.714895,-2.437194,2.353719,-3.206547,3.191511,-3.752536,-1.183905,0.738360,-0.311571,0.249450,0.353905,0.995869,1.014094,-1.723837,-1.014094,1.723837
1.5300,0.000000,0.000000,1.711335,-2.446437,2.355101,-3.211659,3.231732,-3.692823,-1.190999,0.727228,-0.343144,0.196999,0.307662,0.956243,1.030259,-1.714225,-1.030259,1.714225
1.5400,0.000000,0.000000,1.706500,-2.455784,2.356468,-3.215746,3.266186,-3.630973,-1.196547,0.715214,-0.375534,0.144305,0.261212,0.915378,1.047108,-1.703985,-1.047108,1.703985
1.5500,0.000000,0.000000,1.700496,-2.464882,2.357770,-3.218534,3.294895,-3.567528,-1.200464,0.702402,-0.408808,0.091434,0.214606,0.873326,1.064577,-1.693126,-1.064577,1.693126
1.5600,0.000000,0.000000,1.693478,-2.473383,2.358937,-3.219818,3.317998,-3.503017,-1.202636,0.688893,-0.443057,0.038478,0.167896,0.830145,1.082595,-1.681662,-1.082595,1.681662
1.5700,0.000000,0.000000,1.685642,-2.480967,2.359894,-3.219469,3.335737,-3.437941,-1.202923,0.674805,-0.478395,-0.014440,0.121140,0.785909,1.101095,-1.669608,-1.101095,1.669608
1.5800,0.000000,0.000000,1.677206,-2.487360,2.360570,-3.217437,3.348435,-3.372754,-1.201153,0.660267,-0.514965,-0.067157,0.074405,0.740706,1.120021,-1.656971,-1.120021,1.656971
1.5900,0.000000,0.000000,1.668388,-2.492339,2.360905,-3.213741,3.356467,-3.307849,-1.197129,0.645418,-0.552946,-0.119454,0.027772,0.694650,1.139341,-1.643746,-1.139341,1.643746
1.6000,0.000000,0.000000,1.659395,-2.495734,2.360848,-3.208450,3.360232,-3.243553,-1.190631,0.630405,-0.592557,-0.171036,-0.018657,0.647889,1.159054,-1.629906,-1.159054,1.629906
1.6100,0.000000,0.000000,1.650409,-2.497412,2.360359,-3.201664,3.360127,-3.180135,-1.181433,0.615392,-0.634066,-0.221501,-0.064751,0.600619,1.179202,-1.615389,-1.179202,1.615389
1.6200,0.000000,0.000000,1.641585,-2.497252,2.359396,-3.193489,3.356528,-3.117803,-1.169323,0.600561,-0.677796,-0.270302,-0.110335,0.553099,1.199874,-1.600094,-1.199874,1.600094
1.6300,0.000000,0.000000,1.633055,-2.495124,2.357914,-3.184021,3.349778,-3.056721,-1.154167,0.586118,-0.724124,-0.316690,-0.155172,0.505681,1.221213,-1.583868,-1.221213,1.583868
1.6400,0.000000,0.000000,1.624934,-2.490863,2.355848,-3.173331,3.340182,-2.997015,-1.136027,0.572286,-0.773457,-0.359670,-0.198943,0.458825,1.243409,-1.566504,-1.243409,1.566504
1.6500,0.000000,0.000000,1.617334,-2.484257,2.353123,-3.161467,3.328013,-2.938779,-1.115354,0.559270,-0.826154,-0.397999,-0.241239,0.413096,1.266670,-1.547755,-1.266670,1.547755
1.6600,0.000000,0.000000,1.610369,-2.475072,2.349654,-3.148464,3.313522,-2.882081,-1.093215,0.547175,-0.882371,-0.430344,-0.281601,0.369078,1.291155,-1.527389,-1.291155,1.527389
1.6700,0.000000,0.000000,1.604150,-2.463128,2.345380,-3.134381,3.296955,-2.826965,-1.071334,0.535895,-0.941857,-0.455687,-0.319655,0.327169,1.316858,-1.505285,-1.316858,1.505285
1.6800,0.000000,0.000000,1.598770,-2.448402,2.340290,-3.119333,3.278565,-2.773443,-1.051674,0.525062,-1.003894,-0.473796,-0.355300,0.287339,1.343537,-1.481522,-1.343537,1.481522
1.6900,0.000000,0.000000,1.594281,-2.431063,2.334439,-3.103496,3.258606,-2.721507,-1.035738,0.514155,-1.067494,-0.485340,-0.388803,0.249084,1.370770,-1.456362,-1.370770,1.456362
1.7000,0.000000,0.000000,1.590696,-2.411419,2.327916,-3.087071,3.237307,-2.671128,-1.024187,0.502678,-1.131720,-0.491523,-0.420693,0.211641,1.398106,-1.430140,-1.398106,1.430140
1.7100,0.000000,0.000000,1.588004,-2.389815,2.320816,-3.070246,3.214865,-2.622277,-1.016983,0.490266,-1.195867,-0.493604,-0.451582,0.174258,1.425182,-1.403159,-1.425182,1.403159
1.7200,0.000000,0.000000,1.586186,-2.366577,2.313220,-3.053178,3.191441,-2.574922,-1.013726,0.476690,-1.259462,-0.492647,-0.482039,0.136331,1.451749,-1.375654,-1.451749,1.375654
1.7300,0.000000,0.000000,1.585219,-2.341992,2.305195,-3.035991,3.167166,-2.529035,-1.013908,0.461824,-1.322205,-0.489466,-0.512545,0.097432,1.477651,-1.347794,-1.477651,1.347794
1.7400,0.000000,0.000000,1.585084,-2.316304,2.296787,-3.018785,3.142148,-2.484589,-1.017039,0.445603,-1.383905,-0.484671,-0.543493,0.057277,1.502798,-1.319696,-1.502798,1.319696
1.7500,0.000000,0.000000,1.585762,-2.289725,2.288033,-3.001635,3.116475,-2.441560,-1.022695,0.428003,-1.444431,-0.478715,-0.575202,0.015695,1.527145,-1.291444,-1.527145,1.291444
1.7600,0.000000,0.000000,1.587239,-2.262433,2.278957,-2.984600,3.090224,-2.399925,-1.030524,0.409024,-1.503693,-0.471948,-0.607934,-0.027407,1.550669,-1.263102,-1.550669,1.263102
1.7700,0.000000,0.000000,1.589502,-2.234584,2.269576,-2.967728,3.063462,-2.359662,-1.040239,0.388679,-1.561624,-0.464642,-0.641906,-0.072063,1.573366,-1.234714,-1.573366,1.234714
1.7800,0.000000,0.000000,1.592542,-2.206316,2.259900,-2.951053,3.036248,-2.320749,-1.051610,0.366995,-1.618173,-0.457024,-0.677299,-0.118266,1.595241,-1.206319,-1.595241,1.206319
1.7900,0.000000,0.000000,1.596352,-2.177748,2.249933,-2.934604,3.008633,-2.283163,-1.064452,0.344005,-1.673297,-0.449284,-0.714267,-0.165978,1.616305,-1.177947,-1.616305,1.177947
1.8000,0.000000,0.000000,1.600926,-2.148986,2.239677,-2.918400,2.980667,-2.246883,-1.078615,0.319753,-1.726963,-0.441591,-0.752942,-0.215135,1.636573,-1.149622,-1.636573,1.149622
1.8100,0.000000,0.000000,1.606262,-2.120126,2.229127,-2.902455,2.952393,-2.211885,-1.093976,0.294287,-1.779147,-0.434096,-0.793434,-0.265658,1.656061,-1.121367,-1.656061,1.121367
1.8200,0.000000,0.000000,1.612359,-2.091251,2.218278,-2.886778,2.923853,-2.178143,-1.110439,0.267665,-1.829829,-0.426941,-0.835842,-0.317450,1.674786,-1.093202,-1.674786,1.093202
1.8300,0.000000,0.000000,1.619218,-2.062438,2.207118,-2.871372,2.895087,-2.145631,-1.127919,0.239952,-1.879000,-0.420258,-0.880244,-0.370404,1.692768,-1.065146,-1.692768,1.065146
1.8400,0.000000,0.000000,1.626845,-2.033753,2.195637,-2.856235,2.866133,-2.114321,-1.146350,0.211220,-1.926657,-0.414177,-0.926709,-0.424405,1.710023,-1.037219,-1.710023,1.037219
1.8500,0.000000,0.000000,1.635246,-2.005258,2.183819,-2.841360,2.837027,-2.084180,-1.165672,0.181550,-1.972803,-0.408823,-0.975291,-0.479326,1.726568,-1.009436,-1.726568,1.009436
1.8600,0.000000,0.000000,1.644429,-1.977005,2.171648,-2.826735,2.807806,-2.055176,-1.185834,0.151029,-2.017453,-0.404317,-1.026034,-0.535038,1.742422,-0.981818,-1.742422,0.981818
1.8700,0.000000,0.000000,1.654409,-1.949044,2.159102,-2.812342,2.778506,-2.027269,-1.206788,0.119752,-2.060630,-0.400780,-1.078967,-0.591403,1.757599,-0.954382,-1.757599,0.954382
1.8800,0.000000,0.000000,1.665198,-1.921417,2.146162,-2.798158,2.749164,-2.000418,-1.228491,0.087821,-2.102367,-0.398328,-1.134109,-0.648281,1.772116,-0.927149,-1.772116,0.927149
1.8900,0.000000,0.000000,1.676815,-1.894164,2.132801,-2.784151,2.719817,-1.974575,-1.250900,0.055344,-2.142705,-0.397077,-1.191465,-0.705529,1.785986,-0.900141,-1.785986,0.900141
1.9000,0.000000,0.000000,1.689277,-1.867319,2.118995,-2.770282,2.690504,-1.949686,-1.273973,0.022434,-2.181696,-0.397137,-1.251028,-0.763002,1.799223,-0.873382,-1.799223,0.873382
1.9100,0.000000,0.000000,1.702606,-1.840914,2.104716,-2.756505,2.661266,-1.925691,-1.297669,-0.010790,-2.219401,-0.398616,-1.312777,-0.820554,1.811840,-0.846898,-1.811840,0.846898
1.9200,0.000000,0.000000,1.716820,-1.814976,2.089933,-2.742762,2.632145,-1.902521,-1.321945,-0.044204,-2.255892,-0.401617,-1.376678,-0.878044,1.823847,-0.820720,-1.823847,0.820720
1.9300,0.000000,0.000000,1.731938,-1.789533,2.074616,-2.728986,2.603188,-1.880097,-1.346761,-0.077683,-2.291246,-0.406235,-1.442684,-0.935331,1.835254,-0.794884,-1.835254,0.794884
1.9400,0.000000,0.000000,1.747973,-1.764608,2.058737,-2.715095,2.574444,-1.858331,-1.372074,-0.111096,-2.325550,-0.412562,-1.510733,-0.992281,1.846070,-0.769431,-1.846070,0.769431
1.9500,0.000000,0.000000,1.764932,-1.740224,2.042266,-2.700998,2.545966,-1.837120,-1.397845,-0.144309,-2.358896,-0.420680,-1.580750,-1.048764,1.856302,-0.744407,-1.856302,0.744407
1.9600,0.000000,0.000000,1.782807,-1.716403,2.025179,-2.686587,2.517813,-1.816350,-1.424036,-0.177188,-2.391378,-0.430662,-1.652647,-1.104662,1.865956,-0.719866,-1.865956,0.719866
1.9700,0.000000,0.000000,1.801574,-1.693166,2.007458,-2.671743,2.490045,-1.795895,-1.450614,-0.209596,-2.423096,-0.442575,-1.726324,-1.159867,1.875038,-0.695868,-1.875038,0.695868
1.9800,0.000000,0.000000,1.821182,-1.670533,1.989095,-2.656335,2.462729,-1.775613,-1.477551,-0.241392,-2.454147,-0.456473,-1.801669,-1.214281,1.883553,-0.672480,-1.883553,0.672480
1.9900,0.000000,0.000000,1.841548,-1.648523,1.970095,-2.640227,2.435934,-1.755357,-1.504822,-0.272440,-2.484625,-0.472404,-1.878562,-1.267821,1.891506,-0.649772,-1.891506,0.649772
2.0000,0.000000,0.000000,1.862552,-1.627153,1.950483,-2.623279,2.409730,-1.734970,-1.532412,-0.302606,-2.514620,-0.490403,-1.956876,-1.320417,1.898908,-0.627814,-1.898908,0.627814
2.0100,0.000000,0.000000,1.884026,-1.606436,1.930304,-2.605365,2.384183,-1.714301,-1.560315,-0.331764,-2.544212,-0.510498,-2.036478,-1.372012,1.905767,-0.606672,-1.905767,0.606672
2.0200,0.000000,0.000000,1.905763,-1.586382,1.909627,-2.586374,2.359356,-1.693209,-1.588530,-0.359802,-2.573469,-0.532707,-2.117230,-1.422564,1.912102,-0.586402,-1.912102,0.586402
2.0300,0.000000,0.000000,1.927515,-1.566994,1.888544,-2.566234,2.335297,-1.671577,-1.617071,-0.386628,-2.602444,-0.557039,-2.198995,-1.472042,1.917933,-0.567040,-1.917933,0.567040
2.0400,0.000000,0.000000,1.949014,-1.548268,1.867165,-2.544913,2.312042,-1.649321,-1.645959,-0.412176,-2.631174,-0.583500,-2.281637,-1.520423,1.923289,-0.548599,-1.923289,0.548599
2.0500,0.000000,0.000000,1.969987,-1.530193,1.845611,-2.522428,2.289606,-1.626399,-1.675230,-0.436407,-2.659677,-0.612087,-2.365022,-1.567691,1.928203,-0.531067,-1.928203,0.531067
2.0600,0.000000,0.000000,1.990175,-1.512749,1.824005,-2.498846,2.267987,-1.602810,-1.704933,-0.459311,-2.687955,-0.642796,-2.449019,-1.613831,1.932716,-0.514401,-1.932716,0.514401
2.0700,0.000000,0.000000,2.009355,-1.495908,1.802465,-2.474273,2.247166,-1.578593,-1.735133,-0.480901,-2.715992,-0.675619,-2.533502,-1.658827,1.936868,-0.498539,-1.936868,0.498539
2.0800,0.000000,0.000000,2.027346,-1.479637,1.781092,-2.448842,2.227108,-1.553817,-1.765912,-0.501208,-2.743755,-0.710549,-2.618347,-1.702654,1.940703,-0.483398,-1.940703,0.483398
2.0900,0.000000,0.000000,2.044016,-1.463895,1.759971,-2.422706,2.207772,-1.528572,-1.797374,-0.520271,-2.771198,-0.747577,-2.703432,-1.745279,1.944260,-0.468883,-1.944260,0.468883
2.1000,0.000000,0.000000,2.059274,-1.448636,1.739170,-2.396018,2.189109,-1.502959,-1.829645,-0.538128,-2.798259,-0.786696,-2.788632,-1.786650,1.947581,-0.454893,-1.947581,0.454893
2.1100,0.000000,0.000000,2.073064,-1.433808,1.718738,-2.368929,2.171073,-1.477081,-1.862874,-0.554814,-2.824864,-0.827897,-2.873816,-1.826698,1.950701,-0.441322,-1.950701,0.441322
2.1200,0.000000,0.000000,2.085360,-1.419350,1.698711,-2.341577,2.153617,-1.451037,-1.897244,-0.570346,-2.850924,-0.871168,-2.958845,-1.865328,1.953654,-0.428061,-1.953654,0.428061
2.1300,0.000000,0.000000,2.096150,-1.405194,1.679115,-2.314085,2.136698,-1.424917,-1.932970,-0.584727,-2.876330,-0.916497,-3.043560,-1.902415,1.956471,-0.414997,-1.956471,0.414997
2.1400,0.000000,0.000000,2.105428,-1.391255,1.659969,-2.286557,2.120281,-1.398800,-1.970311,-0.597931,-2.900955,-0.963858,-3.127779,-1.937793,1.959181,-0.402007,-1.959181,0.402007
2.1500,0.000000,0.000000,2.113189,-1.377431,1.641286,-2.259081,2.104335,-1.372749,-2.009579,-0.609904,-2.924643,-1.013212,-3.211279,-1.971251,1.961814,-0.388954,-1.961814,0.388954
2.1600,0.000000,0.000000,2.119411,-1.363590,1.623082,-2.231724,2.088840,-1.346812,-2.051147,-0.620553,-2.947204,-1.064491,-3.293783,-2.002512,1.964400,-0.375677,-1.964400,0.375677
2.1700,0.000000,0.000000,2.124052,-1.349560,1.605377,-2.204531,2.073785,-1.321018,-2.095470,-0.629736,-2.968400,-1.117580,-3.374931,-2.031217,1.966971,-0.361974,-1.966971,0.361974
2.1800,0.000000,0.000000,2.127027,-1.335104,1.588200,-2.177520,2.059170,-1.295371,-2.143094,-0.637251,-2.987929,-1.172277,-3.454242,-2.056897,1.969566,-0.347578,-1.969566,0.347578
2.1900,0.000000,0.000000,2.128187,-1.319889,1.571601,-2.150680,2.045014,-1.269839,-2.194669,-0.642822,-3.005403,-1.228236,-3.531056,-2.078935,1.972230,-0.332125,-1.972230,0.332125
2.2000,0.000000,0.000000,2.127284,-1.303436,1.555660,-2.123952,2.031363,-1.244346,-2.250916,-0.646092,-3.020320,-1.284856,-3.604442,-2.096522,1.975023,-0.315096,-1.975023,0.315096
2.2100,0.000000,0.000000,2.123922,-1.285043,1.540506,-2.097216,2.018300,-1.218744,-2.312518,-0.646649,-3.032059,-1.341098,-3.673086,-2.108616,1.978013,-0.295745,-1.978013,0.295745
2.2200,0.000000,0.000000,2.117513,-1.263725,1.526339,-2.070269,2.005959,-1.192793,-2.379761,-0.644125,-3.039936,-1.395236,-3.735201,-2.113990,1.981273,-0.273049,-1.981273,0.273049
2.2300,0.000000,0.000000,2.107304,-1.238258,1.513430,-2.042815,1.994531,-1.166150,-2.451827,-0.638480,-3.043431,-1.444708,-3.788670,-2.111506,1.984840,-0.245785,-1.984840,0.245785
2.2400,0.000000,0.000000,2.092623,-1.207555,1.502053,-2.014542,1.984215,-1.138460,-2.525995,-0.630371,-3.042632,-1.486576,-3.831770,-2.100791,1.988628,-0.212977,-1.988628,0.212977
2.2500,0.000000,0.000000,2.073283,-1.171304,1.492347,-1.985253,1.975130,-1.109513,-2.598007,-0.621155,-3.038497,-1.518912,-3.864309,-2.082857,1.992366,-0.174583,-1.992366,0.174583
2.2600,0.000000,0.000000,2.049709,-1.130178,1.484247,-1.954952,1.967261,-1.079340,-2.664016,-0.612205,-3.032431,-1.541866,-3.887869,-2.059772,1.995663,-0.131639,-1.995663,0.131639
2.2700,0.000000,0.000000,2.022608,-1.085339,1.477573,-1.923752,1.960520,-1.048103,-2.722025,-0.604310,-3.025595,-1.557119,-3.904762,-2.033634,1.998166,-0.085638,-1.998166,0.085638
2.2800,0.000000,0.000000,1.992634,-1.037894,1.472140,-1.891759,1.954819,-1.015962,-2.771653,-0.597689,-3.018669,-1.566700,-3.917021,-2.005976,1.999641,-0.037919,-1.999641,0.037919
2.2900,0.000000,0.000000,1.960292,-0.988706,1.467801,-1.859023,1.950101,-0.983018,-2.813325,-0.592278,-3.011970,-1.572349,-3.926104,-1.977762,1.999972,0.010507,-1.999972,-0.010507
2.3000,0.000000,0.000000,1.925967,-0.938411,1.464441,-1.825538,1.946343,-0.949312,-2.847741,-0.587929,-3.005620,-1.575388,-3.932977,-1.949567,1.999132,0.058909,-1.999132,-0.058909
2.3100,0.000000,0.000000,1.889985,-0.887484,1.461966,-1.791254,1.943541,-0.914849,-2.875646,-0.584505,-2.999645,-1.576787,-3.938268,-1.921733,1.997149,0.106757,-1.997149,-0.106757
2.3200,0.000000,0.000000,1.852646,-0.836290,1.460281,-1.756100,1.941704,-0.879612,-2.897750,-0.581904,-2.994034,-1.577258,-3.942390,-1.894467,1.994089,0.153656,-1.994089,-0.153656
2.3300,0.000000,0.000000,1.814259,-0.785117,1.459288,-1.719995,1.940843,-0.843579,-2.914718,-0.580070,-2.988760,-1.577325,-3.945612,-1.867900,1.990044,0.199311,-1.990044,-0.199311
2.3400,0.000000,0.000000,1.775149,-0.734197,1.458880,-1.682867,1.940964,-0.806741,-2.927171,-0.578982,-2.983793,-1.577378,-3.948114,-1.842112,1.985120,0.243511,-1.985120,-0.243511
2.3500,0.000000,0.000000,1.735660,-0.683715,1.458938,-1.644665,1.942059,-0.769111,-2.935685,-0.578648,-2.979106,-1.577705,-3.950014,-1.817157,1.979428,0.286119,-1.979428,-0.286119
2.3600,0.000000,0.000000,1.696144,-0.633820,1.459335,-1.605376,1.944106,-0.730735,-2.940796,-0.579093,-2.974678,-1.578519,-3.951391,-1.793069,1.973075,0.327070,-1.973075,-0.327070
2.3700,0.000000,0.000000,1.656939,-0.584626,1.459945,-1.565031,1.947064,-0.691695,-2.942994,-0.580353,-2.970491,-1.579975,-3.952294,-1.769875,1.966158,0.366364,-1.966158,-0.366364
2.3800,0.000000,0.000000,1.618348,-0.536219,1.460646,-1.523705,1.950871,-0.652109,-2.942716,-0.582465,-2.966533,-1.582181,-3.952758,-1.747593,1.958759,0.404058,-1.958759,-0.404058
2.3900,0.000000,0.000000,1.580623,-0.488655,1.461336,-1.481515,1.955453,-0.612120,-2.940343,-0.585467,-2.962795,-1.585215,-3.952802,-1.726236,1.950944,0.440249,-1.950944,-0.440249
2.4000,0.000000,0.000000,1.543952,-0.441974,1.461928,-1.438605,1.960728,-0.571888,-2.936203,-0.589393,-2.959271,-1.589127,-3.952439,-1.705819,1.942760,0.475060,-1.942760,-0.475060
2.4100,0.000000,0.000000,1.508457,-0.396197,1.462359,-1.395134,1.966609,-0.531576,-2.930570,-0.594271,-2.955957,-1.593949,-3.951679,-1.686351,1.934244,0.508627,-1.934244,-0.508627
2.4200,0.000000,0.000000,1.474207,-0.351334,1.462588,-1.351267,1.973011,-0.491343,-2.923672,-0.600128,-2.952850,-1.599702,-3.950526,-1.667842,1.925416,0.541084,-1.925416,-0.541084
2.4300,0.000000,0.000000,1.441221,-0.307388,1.462590,-1.307159,1.979857,-0.451335,-2.915699,-0.606982,-2.949948,-1.606395,-3.948983,-1.650304,1.916292,0.572560,-1.916292,-0.572560
2.4400,0.000000,0.000000,1.409484,-0.264356,1.462354,-1.262957,1.987074,-0.411683,-2.906811,-0.614852,-2.947249,-1.614034,-3.947054,-1.633744,1.906879,0.603168,-1.906879,-0.603168
2.4500,0.000000,0.000000,1.378958,-0.222235,1.461880,-1.218791,1.994600,-0.372500,-2.897139,-0.623752,-2.944751,-1.622618,-3.944741,-1.618173,1.897182,0.633010,-1.897182,-0.633010
2.4600,0.000000,0.000000,1.349590,-0.181021,1.461175,-1.174775,2.002379,-0.333884,-2.886795,-0.633694,-2.942453,-1.632144,-3.942045,-1.603600,1.887201,0.662172,-1.887201,-0.662172
2.4700,0.000000,0.000000,1.321318,-0.140707,1.460249,-1.131010,2.010363,-0.295920,-2.875876,-0.644688,-2.940353,-1.642607,-3.938970,-1.590034,1.876937,0.690730,-1.876937,-0.690730
2.4800,0.000000,0.000000,1.294078,-0.101292,1.459118,-1.087579,2.018509,-0.258675,-2.864464,-0.656741,-2.938449,-1.654001,-3.935517,-1.577484,1.866388,0.718746,-1.866388,-0.718746
2.4900,0.000000,0.000000,1.267805,-0.062771,1.457797,-1.044557,2.026784,-0.222210,-2.852629,-0.669861,-2.936739,-1.666318,-3.931690,-1.565958,1.855553,0.746273,-1.855553,-0.746273
2.5000,0.000000,0.000000,1.242434,-0.025143,1.456302,-1.002006,2.035154,-0.186573,-2.840434,-0.684053,-2.935220,-1.679551,-3.927492,-1.555466,1.844430,0.773356,-1.844430,-0.773356
